item_id,item_material,item_num,item_length,item_width,item_order
8374,MNH-0218S,1,765,418,order45
8375,NJHL-0218S,1,1501,401,order318
8376,MNH-0218S,1,662,329,order398
8377,MNH-0215S,1,2362,755.5,order225
8378,QKQ-0218S,1,834,478,order79
8379,MNH-0218S,1,712,376,order356
8380,MNH-0215S,1,2101,346,order356
8381,MNH-0218S,1,1962,58,order250
8382,MNH-0218S,1,839,359.5,order250
8383,LTNS-0218S,1,238,333,order332
8384,XXB-0215S,1,338,118,order334
8385,XXB-0218S,1,493.5,434,order318
8386,QKQ-0218S,1,2294,498.5,order317
8387,MNH-0225S,1,1698,498,order237
8388,MNH-0218S,1,2068,647,order252
8389,MNH-0218S,1,460,360,order239
8390,MNH-0218S,1,428,406,order75
8391,JH-0218S,1,229,279.5,order237
8392,MNH-0218S,1,998,38,order46
8393,MNH-0218S,1,368,328,order155
8394,MNH-0218S,1,361,310,order155
8395,MNH-0218S,1,142,377,order238
8396,MNH-0215S,1,351.5,460,order334
8397,XXB-0215S,1,288,78,order318
8398,MNH-0218S,1,797,529,order85
8399,MNH-0218S,1,402,58,order334
8400,MNH-0218S,1,712,378,order356
8401,MNH-0218S,1,381,538,order238
8402,MNH-0218S,1,372,307,order155
8404,YMH-0215S,1,635,212.5,order148
8405,CGYM-0218S,1,1558,328.5,order328
8406,MNH-0218S,1,590,228,order101
8407,MNH-0218S,1,142,405,order251
8408,MNH-0215S,1,654.5,448,order79
8409,XXB-0218S,1,695,248,order370
8410,CGYM-0218S,1,517.5,404,order328
8411,XXB-0218S,1,694,370,order328
8412,5-0218S,1,1398,38,order353
8414,XXB-0218S,1,505,415,order26
8415,5-0218S,1,940,297,order208
8416,QKQ-0218S,1,2084,494,order60
8417,MNH-0218S,1,436,410,order166
8418,MNH-0218S,1,2148,580,order259
8419,XXB-0215S,1,488,118,order208
8420,MNH-0218S,1,1483,348,order155
8421,MNH-0218S,1,273,358,order341
8422,MNH-0218SD,1,1202,249,order372
8423,MNH-0215S,1,1948,472,order79
8425,YH-0218S,1,2360,357,order320
8426,MNH-0218S,1,2198,498,order385
8427,MNH-0218S,1,841,58,order34
8428,MNH-0215S,1,139.5,1012,order26
8429,QKQ-0218SD,1,1874.5,480,order239
8430,MNH-0215S,1,449.5,840,order334
8431,QKQ-0215S,1,388,118,order79
8432,MNH-0218SD,1,725,536,order238
8433,MNH-0215S,1,312,92.5,order281
8434,MNH-0218S,1,413,538,order164
8435,SL-0218S,1,373,160,order208
8436,MNH-0218S,1,1998,560,order202
8437,MNH-0218S,1,743.5,260,order203
8438,MNH-0218SD,1,2078,58,order252
8439,XXB-0218S,1,1113.5,388,order251
8440,MNH-0218SD,1,465,448,order78
8441,YMH-0218S,1,1198,438,order121
8442,MNH-0218S,1,913.5,340,order371
8443,MNH-0218S,1,747,308,order254
8444,MNH-0218S,1,932,379,order369
8445,NJYH-0218S,1,415,408,order84
8446,PSKQL-0418S,1,807,369,order356
8447,XXB-0215S,1,404,339,order334
8448,LTNS-0218S,1,661,294.5,order332
8449,MNH-0218S,1,540,260,order238
8450,HT9-0218S,1,1460,372,order399
8451,XXB-0218S,1,1554.5,375.5,order328
8452,MNH-0215S,1,838,52.5,order237
8453,MNH-0218S,1,740,307.5,order254
8454,5-0218S,1,637,531,order252
8455,YMH-0218S,1,690,478,order121
8456,LTNS-0218S,1,1026,332,order332
8457,MNH-0218S,1,340,308,order253
8458,HT9-0218S,1,448,498,order148
8459,CGYM-0218S,1,602,347,order328
8460,MNH-0218S,1,711.5,465.5,order146
8461,MNH-0218S,1,2368,308,order3
8462,MNH-0218S,1,690,478,order17
8463,MNH-0218SD,1,2298,98,order311
8464,MNH-0218S,1,586,462,order369
8465,HT9-0215S,1,351,720,order399
8466,XXB-0218S,1,1624.5,436.5,order239
8467,MNH-0218S,1,451,360,order239
8468,MNH-0218S,1,1525,308,order75
8469,MNH-0218S,1,468,538,order58
8470,QKQ-0218S,1,1598.5,428.5,order255
8471,MNH-0218S,1,2262,58,order202
8472,XXB-0218S,1,2398,98,order109
8473,MNH-0218S,1,2128,580,order334
8474,QKQ-0215S,1,796,92.5,order79
8475,YMH-0218S,1,704,282,order121
8476,XXB-0218S,1,1444.5,455,order26
8477,MNH-0218S,1,573,530,order26
8478,ZQB-0215S,1,1001.5,386,order49
8479,CGYM-0215S,1,2246,514,order328
8480,MNH-0215S,1,238,198,order3
8481,CGYM-0215S,1,1539.5,362,order328
8482,GDMY-0218S,1,915.5,289.5,order101
8483,FMS-0218S,1,667,377,order162
8484,MNH-0215S,1,513,132.5,order17
8485,5-0218S,1,2004,431,order161
8486,MNH-0218S,1,369,277,order281
8487,MNH-0218S,1,490.5,58,order259
8488,MNH-0218S,1,916,557,order256
8489,YMH-0215S,1,388,238,order121
8490,MNH-0218S,1,598,38,order146
8491,QKQ-0218S,1,1520.5,395,order254
8492,MNH-0218S,1,323,340,order248
8493,MNH-0218SD,1,928,557,order79
8494,MNH-0215S,1,498,1025,order79
8495,MNH-0218S,1,470,277.5,order399
8496,MNH-0218S,1,471,277.5,order399
8498,MNH-0218S,1,430.5,406,order75
8499,MNH-0215S,1,365,389,order75
8500,MNH-0218S,1,971,58,order60
8501,JH-0218S,1,147,570.5,order239
8502,JH-0215S,1,1298,146,order239
8503,MNH-0218S,1,1562,297,order399
8504,MNH-0218S,1,853,58,order79
8505,MNH-0218S,1,1998,580,order251
8506,HT9-0218S,1,1460,58,order399
8507,MNH-0218S,1,898,207.5,order80
8508,MNH-0215S,1,2137,429.5,order34
8509,MNH-0218S,1,895,58,order237
8510,MNH-0218S,1,289,58,order163
8511,5-0218S,1,1321,557,order353
8512,LTNS-0218S,1,698,315,order332
8513,XXB-0215S,1,284,489,order208
8514,MNH-0218S,1,962,58,order46
8515,NJYH-0218S,1,1665,438,order164
8516,MNH-0218S,1,698,330,order398
8517,CGYM-0218S,1,712,347,order328
8518,NJYH-0218S,1,793.5,686,order163
8519,XXB-0218S,1,2098,530,order26
8520,MNH-0218S,1,369,258,order281
8521,MNH-0218S,1,355,572,order255
8522,MNH-0218SD,1,2418,379,order46
8523,MNH-0218S,1,461.5,559,order202
8524,QKQ-0218S,1,726.5,439,order46
8525,MNH-0218S,1,741,38,order2
8526,MNH-0218S,1,2128,580,order334
8527,MNH-0218S,1,1943,348,order254
8528,MNH-0218S,1,901.5,327,order254
8529,MNH-0218S,1,298,578,order15
8530,MNH-0218S,1,541,376,order79
8531,MNH-0218S,1,598.4,236.5,order3
8532,MNH-0218S,1,1483,348,order155
8533,YMH-0215S,1,636,389,order148
8534,CGYM-0218S,1,1124.5,430,order328
8535,MNH-0218S,1,460,58,order334
8536,MNH-0218S,1,662,297,order399
8537,MNH-0218S,1,554,78,order26
8538,MNH-0218S,1,2198,58,order385
8540,MNH-0215S,1,288,78,order250
8541,MNH-0218S,1,958,48,order281
8542,MNH-0218S,1,941,538,order239
8543,MNH-0218S,1,262.5,308,order75
8544,MNH-0225S,1,1048,797.5,order259
8545,NJYH-0218S,1,2347,438,order164
8546,MNH-0218S,1,980,428,order166
8547,XXB-0218S,1,1675,494.5,order328
8548,MNH-0218S,1,671,193,order370
8549,HT9-0218S,1,364.5,369.5,order399
8550,MNH-0218S,1,438,78,order26
8551,QKQ-0215S,1,684,92.5,order40
8552,PGBL-0418S,1,267,764,order2
8553,MNH-0218S,1,845,58,order239
8554,MNH-0215S,1,2031,402,order334
8555,MNH-0215S,1,288,198,order369
8556,QKQ-0218S,1,784.5,475,order239
8557,MNH-0218S,1,369,258,order281
8558,MNH-0218S,1,1583,538,order58
8559,NJYH-0215S,1,438,158,order164
8560,XXB-0215S,1,388,78,order239
8561,ZQB-0218S,1,580,428,order127
8562,MNH-0218S,1,662,58,order398
8563,MNH-0218S,1,465,58,order166
8564,MNH-0218S,1,1051,538,order256
8565,MNH-0218S,1,362,327,order254
8566,XXB-0218SD,1,1874.5,480,order239
8567,MNH-0218S,1,980,328,order254
8568,MNH-0218SD,1,1092,555,order238
8569,FMS-0215S,1,439.5,862.5,order161
8570,XXB-0218S,1,2034,415,order26
8571,MNH-0215S,1,266,132.5,order26
8572,MNH-0218S,1,971,538,order60
8573,MNH-0218S,1,1932,557,order58
8574,MNH-0218S,1,815,555,order249
8575,PSKQL-0418S,1,807,368.5,order356
8576,QKQ-0218S,1,915,383.5,order254
8577,MNH-0215S,1,121.5,532,order225
8578,MNH-0218S,1,542,375,order79
8579,QKQ-0218S,1,344.5,335.5,order253
8580,MNH-0218SD,1,962,378,order46
8581,CGYM-0218S,1,361,308.5,order328
8582,MNH-0218S,1,590,58,order101
8584,YH-0215S,1,460.5,849,order318
8585,QKQ-0215S,1,388,118,order78
8586,MNH-0215S,1,383.5,92.5,order75
8587,YMH-0218S,1,2398,38,order148
8588,MNH-0218S,1,274.5,342,order357
8589,YSH-0218S,1,1934,454.8,order202
8590,CGYM-0218S,1,398,348,order328
8591,MNH-0215S,1,438,118,order79
8592,XXB-0218S,1,2364,395,order15
8593,HT9-0215S,1,351,720,order399
8594,XXB-0218S,1,409.5,388,order251
8595,MNH-0218S,1,698,309.5,order239
8596,XXB-0218S,1,2345.5,434,order318
8597,MNH-0218S,1,733,447,order79
8598,MNH-0218SD,1,1324,148,order311
8599,MNH-0218S,1,980,328,order254
8600,MNH-0215S,1,601,662,order398
8601,QKQ-0218S,1,348,298,order252
8602,MNH-0218S,1,1460,357,order341
8603,MNH-0225S,1,1498,378,order341
8604,MNH-0218S,1,396,536,order249
8605,MNH-0218S,1,327,38,order254
8606,MNH-0218S,1,460,360,order239
8607,NJYH-0218S,1,677,438,order164
8608,XXB-0215S,1,454,289,order155
8609,MNH-0218S,1,542,267,order164
8610,YH-0218S,1,818,58,order318
8611,QKQ-0218S,1,634,345,order398
8612,MNH-0218S,1,1961,58,order385
8613,QKQ-0218S,1,865,384.5,order40
8614,MNH-0218S,1,733,448,order79
8615,YMH-0215S,1,624,389,order121
8616,MNH-0218S,1,444,58,order311
8618,MNH-0218S,1,698,329,order340
8619,YH-0218S,1,839,310,order318
8620,MNH-0218S,1,198.5,326,order398
8621,MNH-0218S,1,840,242,order34
8622,MNH-0218S,1,2137,282,order34
8623,FMS-0218S,1,862.5,58,order161
8624,MNH-0215S,1,865.5,489,order257
8625,ZQB-0218S,1,760,58,order127
8626,ZQB-0215S,1,501.5,760,order127
8627,XXB-0218S,1,766,395,order155
8628,CGYM-0215S,1,1087.5,462,order328
8629,MNH-0215S,1,438,158,order17
8630,MNH-0218S,1,895,477,order237
8631,PGBL-0418S,1,764,267,order2
8632,MNH-0215S,1,288,198,order2
8633,MNH-0215S,1,489,542,order79
8634,MNH-0218S,1,1149,723,order57
8635,XXB-0215S,1,471.5,52.5,order328
8636,XXB-0218S,1,1675,496,order328
8637,MNH-0215S,1,541,132.5,order146
8638,CGYM-0218S,1,462,429,order328
8639,MNH-0218S,1,310,328,order258
8640,QKQ-0218S,1,1624.5,436.5,order239
8641,NJYH-0215S,1,438,118,order84
8643,5-0225S,1,438,598,order208
8644,MNH-0218S,1,837,553,order255
8645,MNH-0218S,1,590,267,order101
8646,MNH-0218S,1,1928,578,order15
8647,MNH-0218S,1,771,575,order15
8648,MNH-0218S,1,936,380,order250
8649,MNH-0215S,1,880,498,order252
8651,MNH-0218S,1,2137,261,order34
8652,MNH-0218S,1,815,555,order249
8653,XXB-0215S,1,403,92.5,order334
8654,MNH-0215S,1,281.5,741,order2
19595,XXB-0215S,1,566.5,489,order337
19596,XXB-0218S,1,444,176.5,order347
19597,XXB-0218S,1,842,326,order226
19598,PAM-0215S,1,448,158,order43
19599,PAM-0215S,1,660.5,92.5,order41
19600,XXB-0218S,1,771,58,order305
19601,NMYH-0218S,1,236,58,order66
19602,XXB-0218SD,1,911,339,order308
19603,PAM-0215S,1,389,339,order323
19604,XXB-0218S,1,1135,462.5,order219
19605,XXB-0218S,1,1053,38,order169
19606,XXB-0215S,1,464,52.5,order366
19607,XXB-0218S,1,711,560,order68
19608,XXB-0218S,1,971,438,order198
19609,XXB-0218S,1,321,772,order342
19610,XXB-0218S,1,494,58,order54
19611,XXB-0215S,1,301.5,940,order28
19612,XXB-0218S,1,958,666,order300
19613,XXB-0218S,1,465,48,order307
19614,PHJS-0418S,1,831,350.5,order312
19615,XXB-0218S,1,2120,58,order52
19616,XXB-0218S,1,404,310,order342
19617,ZZL-0218S,1,559,407,order156
19618,XXB-0215S,1,1901,711,order186
19619,ZQB-0218S,1,494.5,537,order110
19620,XXB-0218S,1,911,339,order308
19621,XXB-0218S,1,295,253,order31
19622,XXB-0215S,1,426,239,order152
19623,XXB-0218S,1,395,48,order191
19624,PAM-0215S,1,400,384,order338
19625,XXB-0215S,1,773,132.5,order309
19626,XXB-0218S,1,320,258,order366
19627,XXB-0215S,1,238,118,order125
19628,PAM-0215S,1,661.5,239,order41
19629,XXB-0215S,1,463,339,order39
19630,XXB-0225S,1,1937,198,order98
19631,XXB-0215S,1,438,238,order28
19632,PGBL-0418S,1,2297,232,order87
19633,XXB-0218S,1,911,360,order241
19635,XXB-0218S,1,431,362.5,order28
19636,XXB-0218S,1,1122,278,order181
19637,XXB-0218S,1,544,547,order167
19638,PAM-0218S,1,588,511,order242
19639,XXB-0215S,1,423,92.5,order198
19640,XXB-0218S,1,483,498,order339
19641,XXB-0218S,1,442,118,order65
19642,PAM-0215S,1,400,384,order338
19643,XXB-0215S,1,244.5,575,order48
19644,XXB-0218SD,1,718,58,order39
19645,XXB-0218S,1,201,138,order169
19646,XXB-0218S,1,458,398,order359
19647,XXB-0218S,1,443,186.5,order361
19648,GDMY-0218SD,1,587,58,order403
19649,PAM-0218S,1,788,374,order338
19650,XXB-0218S,1,365,48,order241
19652,XXB-0215S,1,625,52.5,order28
19653,XXB-0218S,1,511,228,order191
19654,XXB-0218S,1,2362,339,order364
19655,XXB-0215S,1,513,92.5,order125
19656,QKQ-0218S,1,2034,515,order261
19657,XXB-0215S,1,465,339,order366
19658,XXB-0218S,1,544,547,order167
19659,XXB-0215S,1,288,118,order19
19660,XXB-0215S,1,2251,965,order200
19661,XXB-0215S,1,2266,504,order349
19662,ZYF-0218S,1,638,330,order333
19663,XXB-0218SD,1,830,148,order52
19664,XXB-0218S,1,2098,558,order218
19667,XXB-0218S,1,2255,223,order324
19668,XXB-0218S,1,478,58,order152
19670,XXB-0218S,1,898,598,order35
19671,XXB-0215S,1,438,118,order229
19672,XXB-0218SD,1,332,247,order310
19673,PAM-0218S,1,427,387,order323
19674,XXB-0218S,1,412,379,order365
19675,XXB-0218SD,1,873,58,order181
19676,XXB-0218S,1,705,575,order199
19677,XXB-0218S,1,648,717,order183
19678,XXB-0218S,1,2331,748,order344
19679,XXB-0218S,1,1407,459.5,order222
19680,XXB-0215S,1,238,118,order63
19681,XXB-0215S,1,2273,821,order327
19682,XXB-0215S,1,774,339,order309
19683,PAM-0218S,1,833.5,464,order261
19685,XXB-0215S,1,623,299,order21
19686,XXB-0218S,1,715,261,order324
19687,XXB-0215S,1,388,158,order191
19688,PAM-0215S,1,438,158,order368
19689,XXB-0215S,1,488,158,order52
19690,XXB-0218SD,1,862,428,order310
19691,XXB-0218S,1,461,308,order153
19693,XXB-0218S,1,1838,56,order218
19694,XXB-0218S,1,500,597,order154
19695,XXB-0215S,1,448,158,order185
19696,PAM-0218SD,1,482,58,order330
19697,QSYM-0218S,1,898,380,order64
19698,QSYM-0218S,1,812,58,order63
19699,XXB-0215S,1,390,239,order30
19700,XXB-0215S,1,338,118,order347
19701,XXB-0218S,1,432,48,order181
19702,XXB-0218S,1,519.5,395,order205
19703,PAM-0218SD,1,998,58,order227
19704,XXB-0215S,1,514,289,order206
19705,XXB-0218S,1,311,538,order186
19706,XXB-0218SD,1,1878,58,order189
19707,XYHX-0215S,1,162,686,order362
19708,JH-0218S,1,373,578,order52
19709,PAM-0218S,1,301.5,558,order261
19710,XXB-0215S,1,523,239,order125
19711,XXB-0218S,1,1078,38,order300
19712,XXB-0218S,1,158,58,order298
19713,XXB-0218S,1,774,585,order324
19714,PAM-0218S,1,482,309,order330
19715,YGKQ-0418S,1,700,468.5,order242
19716,YGFX-0218S,1,564,378,order327
19717,XXB-0218SD,1,771,510,order52
19718,PAM-0218S,1,432,304.5,order41
19719,XXB-0218SD,1,933,78,order86
19720,XXB-0215S,1,238,118,order199
19721,XXB-0218S,1,335,58,order219
19722,XXB-0218S,1,428,38,order214
19723,ZYF-0218S,1,295,48,order336
19724,XXB-0218SD,1,284,378,order302
19725,XXB-0215S,1,298,78,order21
19726,PAM-0218S,1,931,538,order261
19727,PAM-0215S,1,398.5,439,order242
19728,XXB-0218S,1,378,48,order189
19729,XXB-0215S,1,398.5,239,order29
19730,PAM-0218S,1,870,298,order41
19731,PAM-0218SD,1,432,337,order41
19732,PAM-0215S,1,2101,430,order50
19733,XXB-0218S,1,771,510,order205
19734,PAM-0218S,1,898,430,order230
19735,XXB-0218S,1,501,220,order232
19736,XXB-0218S,1,414,38,order308
19737,XXB-0215S,1,421.5,720,order154
19738,XXB-0218S,1,911,339,order308
19739,XXB-0218S,1,1934,459.5,order222
19740,PAM-0218S,1,412,317,order41
19741,PAM-0215S,1,438,118,order242
19742,PAM-0218S,1,1401,557,order261
19743,XXB-0215S,1,1181.5,776,order307
19744,XXB-0215S,1,378,52.5,order35
19745,XXB-0218S,1,940,58,order28
19746,XXB-0215S,1,438,198,order38
19747,XXB-0218S,1,469.5,157,order29
19748,XXB-0215S,1,338,118,order39
19749,XXB-0218S,1,773,334,order312
19750,XXB-0218S,1,422,58,order233
19751,XXB-0218S,1,2273,498,order306
19752,XXB-0215S,1,880,138.5,order88
19753,PAM-0218S,1,761,276,order230
19754,XXB-0218S,1,687,681,order169
19756,XXB-0218S,1,370,546,order54
19757,XXB-0218S,1,744,264.5,order181
19758,XXB-0218S,1,613,580,order301
19759,XXB-0218S,1,512,244,order205
19760,XXB-0218S,1,802,58,order309
19761,PAM-0218SD,1,998,307,order227
19762,XXB-0218S,1,341.5,360,order156
19763,PAM-0215S,1,2081,384,order338
19764,XXB-0225S,1,734,547,order336
19765,XXB-0215S,1,288,238,order364
19766,XYHX-0218S,1,162,327,order362
19767,PAM-0218SD,1,1913,58,order261
19768,XXB-0218S,1,1902,38,order52
19769,NBSY-0218S,1,448,58,order65
19770,XXB-0218S,1,98,387,order232
19771,XXB-0218S,1,2358,348,order153
19772,XXB-0215S,1,362,920,order28
19773,XXB-0218S,1,382,58,order156
19774,ZYF-0218S,1,435.5,128,order152
19775,XXB-0218S,1,828,58,order167
19776,XXB-0218S,1,868,465,order241
19777,PAM-0218S,1,1342,427,order323
19778,PAM-0218S,1,808,341.5,order338
19780,XXB-0215S,1,488,158,order337
19781,QSYM-0215S,1,801,465,order64
19782,XXB-0215S,1,338,118,order64
19783,PAM-0215S,1,388.5,92.5,order242
19784,SL-0218S,1,838,38,order232
19785,XXB-0215S,1,309,261,order185
19786,SL-0218S,1,422,409,order192
19787,XXB-0218S,1,548,410,order192
19788,XXB-0215S,1,388,158,order191
19789,XXB-0215S,1,2251,338,order199
19790,XXB-0218S,1,547,133,order86
19791,PAM-0218S,1,1207,298,order261
19792,XXB-0218S,1,527.5,682,order169
19793,XXB-0218S,1,475,161,order199
19794,XXB-0218S,1,1998,561,order186
19795,PAM-0218S,1,429,328,order50
19796,XXB-0218S,1,2096,372,order39
19797,PAM-0215S,1,736,871,order41
19798,PAM-0218SD,1,871,317,order41
19799,XXB-0218S,1,371,510,order205
19800,XXB-0215S,1,2019,512,order205
19801,PAM-0215S,1,389.5,439,order242
19802,XXB-0215S,1,335,92.5,order359
19803,XXB-0215S,1,475,948,order358
19804,XXB-0218SD,1,894,395,order52
19805,XXB-0218S,1,2268,571,order305
19806,XXB-0218S,1,2068,298,order365
19807,XXB-0218S,1,221,694,order350
19808,XXB-0218S,1,2306,420,order327
19809,XXB-0218S,1,254,361,order350
19810,XXB-0218S,1,821,538,order327
19811,QSYM-0218S,1,2298,280,order63
19812,XXB-0218S,1,776,58,order307
19813,XXB-0218S,1,462,327,order153
19814,XXB-0218S,1,324,329,order156
19815,XXB-0218S,1,922,88,order28
19816,PAM-0218SD,1,2428,58,order261
19817,XXB-0218SD,1,358,78,order308
19818,XXB-0218S,1,560,247,order185
19819,NMYH-0218S,1,256,58,order66
19820,PAM-0215S,1,321,489,order41
19821,XXB-0218S,1,514,178,order52
19822,XXB-0218S,1,445,407.5,order335
19823,XXB-0218S,1,2155,579,order68
19824,XXB-0218S,1,1134,560,order68
19825,PAM-0218S,1,412,317,order41
19826,PAM-0215S,1,338,118,order338
19827,XXB-0218S,1,241,48,order185
19828,XXB-0218S,1,415,193.5,order200
19829,XXB-0218S,1,387,559,order327
19830,XXB-0218S,1,258,320,order350
19831,MNH-0215S,1,772,912,order30
19832,XXB-0218S,1,297,379,order88
19833,XXB-0218S,1,232,330,order199
19834,XXB-0215S,1,1433,667,order218
19835,XXB-0218S,1,327.5,58,order218
19836,XXB-0218S,1,507.5,558,order218
19837,XXB-0218S,1,2383,530,order348
19838,PAM-0218S,1,870,298,order41
19839,XXB-0215S,1,773,132.5,order309
19840,PGBL-0418S,1,682,414,order87
19841,XXB-0218S,1,386,359,order87
19842,XXB-0218S,1,827,528,order167
19843,XXB-0218S,1,1492,58,order185
19844,XXB-0218S,1,543,478,order38
19845,YH-0218S,1,1160,248,order226
19846,XXB-0215S,1,338,118,order39
19847,XXB-0215S,1,463,339,order39
19849,XXB-0215S,1,1901,437,order222
19850,XXB-0218S,1,338,575,order199
19851,YGFX-0218S,1,422,409,order191
19852,YGFX-0218S,1,341,477,order191
19853,XXB-0218S,1,676,108,order28
19854,XXB-0218S,1,227,203,order324
19855,XXB-0218S,1,922,83,order28
19856,XXB-0218S,1,706,310,order156
19857,XXB-0218S,1,192,58,order310
19858,XXB-0218S,1,612,169,order70
19859,XXB-0218S,1,960,310,order226
19860,XXB-0218S,1,828,547,order167
19861,XXB-0215S,1,403,212.5,order28
19862,XXB-0218S,1,593,608,order363
19863,XXB-0218S,1,464.5,396.5,order324
19864,XXB-0218S,1,1262,329,order342
19865,XXB-0218S,1,315,401,order365
19866,XXB-0218S,1,1026,558,order298
19867,XXB-0218S,1,2309,566,order54
19868,PAM-0218S,1,737,218,order43
19869,XXB-0218S,1,299,38,order324
19870,XXB-0225S,1,2368,668,order55
19871,XXB-0218S,1,448,496,order403
19872,XXB-0215S,1,338,158,order309
19873,XXB-0218S,1,411,58,order347
19874,XXB-0218S,1,491,897,order86
19875,XXB-0215S,1,403,212.5,order28
19876,XXB-0218S,1,1998,575,order222
19877,XXB-0218S,1,628,575,order222
19878,XXB-0218S,1,1006,430,order159
19879,PAM-0218S,1,429,328,order50
19880,XXB-0218S,1,597,626,order329
19881,YGKQ-0418S,1,1181,620,order242
19882,XXB-0218S,1,2345,330,order156
19883,XXB-0218S,1,940,579,order229
19884,XXB-0218S,1,155,458,order38
19885,XXB-0218S,1,2370,560,order327
19886,XXB-0218SD,1,478,58,order309
19887,PAM-0218S,1,870,298,order41
19888,PAM-0218SD,1,317,58,order261
19889,XXB-0218S,1,748,280,order336
19890,XXB-0218S,1,922,517,order28
19891,XXB-0215S,1,437,172.5,order54
19892,XXB-0218S,1,468,58,order200
19893,XXB-0218S,1,386,359,order87
19894,XXB-0218S,1,1135,368,order219
19895,XXB-0218S,1,315,401,order365
19896,YSH-0225S,1,1203,598,order342
19897,PSHL-0418S,1,715,526,order298
19898,XXB-0218SD,1,2368,118,order169
19900,5-0215S,1,191.5,637.5,order19
19901,QSYM-0218S,1,898,380,order64
19902,XXB-0218S,1,467.5,560,order358
19903,PAM-0218S,1,870,298,order41
19904,PAM-0218S,1,833.5,464,order261
19905,QKQ-0218S,1,1524,455,order233
19906,XXB-0218S,1,795,560,order335
19907,XXB-0218S,1,1874.5,419,order226
19908,XXB-0218S,1,444,132.5,order35
19910,YDH-0225S,1,1368,498,order189
19911,XXB-0218S,1,428,298,order185
19912,XXB-0215S,1,301.5,783,order365
19913,XXB-0218S,1,227,407,order169
19914,XXB-0218S,1,901.5,377,order309
19915,XXB-0218SD,1,563,229,order308
19916,XXB-0218S,1,772,357.8,order156
19917,XXB-0218S,1,1277,638,order260
19918,PAM-0218S,1,383,355,order338
19919,XXB-0218S,1,792,185,order189
19920,XXB-0215S,1,238,158,order63
19921,XXB-0215S,1,148,454.5,order29
19922,QSYM-0218S,1,812,279,order63
19923,XXB-0218S,1,389,180,order359
19924,XXB-0218S,1,962,884.5,order218
19925,PAM-0215S,1,438,158,order368
19926,SL-0218S,1,421,528,order189
19927,XXB-0218S,1,2034,413,order218
19928,XXB-0218S,1,342,58,order218
19929,XXB-0218S,1,1199,578,order219
19930,XXB-0218S,1,782,456,order153
19931,QKQ-0218S,1,2370,412,order227
19932,XXB-0218S,1,688,415,order198
19933,XXB-0215S,1,1252.5,391,order87
19934,XXB-0218S,1,698,277,order183
19935,PAM-0218SD,1,1095,58,order227
19936,5-0218S,1,662,489,order64
19937,XXB-0218S,1,880,156.5,order88
19938,XXB-0218S,1,1722,58,order366
19939,PAM-0218SD,1,1002,58,order261
19940,XXB-0218S,1,858,380,order365
19941,XXB-0218S,1,1968,388,order298
19942,PAM-0218SD,1,412,317,order41
19943,PAM-0215S,1,1853.5,412,order41
19944,PAM-0215S,1,448,158,order43
19945,XXB-0218S,1,776,550,order307
19946,XXB-0215S,1,238,118,order125
19947,5-0218S,1,594,175.5,order125
19948,PAM-0218S,1,145,298,order41
19949,XXB-0215S,1,488,198,order167
19950,XXB-0218S,1,370,546,order54
19951,XXB-0218S,1,507.5,885,order218
19952,YH-0218S,1,1114,43,order226
19953,XXB-0218S,1,1222,359,order87
19954,XXB-0218S,1,776,569,order307
19955,XXB-0218S,1,2341,458,order145
19956,XXB-0225S,1,734,497,order192
19957,XXB-0218S,1,500,597.5,order154
19958,XXB-0215S,1,631,289,order362
19959,XXB-0218S,1,530,38,order302
19960,XXB-0218S,1,1162,529,order205
19961,PGBL-0418S,1,853,200,order309
19962,PAM-0218SD,1,942,58,order330
19963,XXB-0218SD,1,2198,379,order309
19964,XXB-0218S,1,258,320,order350
19965,5-0218S,1,488,158,order64
19966,5-0218S,1,662,488,order64
19967,XXB-0215S,1,238,118,order63
19968,XXB-0218S,1,817,48,order226
19969,PAM-0218S,1,880,317,order41
19970,XXB-0218S,1,227,203,order324
19971,XXB-0218S,1,512,247,order191
19972,YDBS-0225S,1,356,88,order230
19973,XXB-0215S,1,425,132.5,order152
19974,XXB-0218S,1,529,38,order342
19975,XXB-0218S,1,2348,558,order200
19976,PAM-0218S,1,841,277.5,order230
19977,PAM-0218S,1,801,429,order230
19978,XXB-0218S,1,342,58,order218
19979,XXB-0218S,1,771,551,order305
19980,XXB-0215S,1,1893,1198,order367
19981,PAM-0218SD,1,588,58,order242
19982,XXB-0215S,1,674.5,471,order198
19983,YDH-0218S,1,348,298,order59
19984,XXB-0215S,1,438,78,order327
19985,PAM-0218S,1,870,298,order41
19986,PAM-0218S,1,870,298,order41
19987,PAM-0218SD,1,297,58,order261
19988,XMJQ-0218S,1,2212,607,order363
19989,XXB-0215S,1,2151,837,order342
19990,XXB-0218S,1,761,259.5,order336
19991,XXB-0218S,1,2101,577,order185
19992,YGKQ-0418S,1,501.5,514,order330
19993,XXB-0218S,1,832,417,order181
19994,PSHL-0418SD,1,1079,57,order298
19995,XXB-0218S,1,561,317.6,order260
19996,XXB-0218S,1,1460,38,order168
19997,XXB-0218S,1,624.5,459.5,order222
19998,YH-0218S,1,385,291.5,order226
19999,XXB-0218S,1,1934,360,order156
20000,XXB-0218S,1,962,58,order218
20001,XXB-0218S,1,327,529,order189
20002,XXB-0218S,1,512,58,order191
20003,XXB-0218S,1,1998,575,order222
