批次序号,原片材质,原片序号,产品id,产品x坐标,产品y坐标,产品x方向长度,产品y方向长度
12,GGXK-0418S,4,22955,598,976,853,445
12,GGXK-0418S,5,23892,0,447.5,0,2034
12,GGXK-0418S,5,23976,447.5,393.5,0,431.5
12,GGXK-0418S,5,24247,447.5,447.5,431.5,595
12,GGXK-0418S,5,24269,447.5,2034,431.5,447.5
12,GGXK-0418S,5,24860,447.5,393.5,1026.5,431.5
12,GGXK-0418S,5,25413,895,38,879,1448
12,GGXK-0418S,5,25452,895,595,879,447.5
12,GGXK-0418S,6,25738,0,548,0,1308
12,GGXK-0418S,6,25825,548,447.5,0,595
12,GGXK-0418S,6,25841,548,1344,0,431.5
12,GGXK-0418S,6,25905,548,2034,0,447.5
12,GGXK-0418S,7,26153,0,432,0,393.5
12,GGXK-0418S,7,26662,432,38,0,1898
12,GGXK-0418S,7,27144,432,1344,0,432
12,GGXK-0418S,7,27211,432,1344,0,431.5
12,GGXK-0418S,7,27255,432,2034,0,447.5
12,GGXK-0418S,8,22838,0,1261.5,0,345
12,GGXK-0418S,8,26917,0,851,0,2201
12,GGXK-0418S,9,25244,0,1798,0,58
12,GGXK-0418S,9,23027,0,58,58,2278
12,GGXK-0418S,9,23290,0,2258,58,78
12,GGXK-0418S,9,23562,0,1351,58,58
12,GGXK-0418S,9,23633,58,58,136,1976
12,GGXK-0418S,9,23964,116,58,136,1730
12,GGXK-0418S,9,24184,174,380,136,78
12,GGXK-0418S,9,24185,554,58,136,2180
12,GGXK-0418S,9,24296,612,58,136,1996
12,GGXK-0418S,9,24542,670,58,136,442
12,GGXK-0418S,9,24588,728,400,136,58
12,GGXK-0418S,9,24614,1128,58,136,314
12,GGXK-0418S,9,24759,1128,2180,136,58
12,GGXK-0418S,9,25466,1128,58,136,2403
12,GGXK-0418S,9,25646,728,58,194,614
12,GGXK-0418S,9,26023,786,58,194,1014
12,GGXK-0418S,9,26376,670,442,1208,58
12,GGXK-0418S,9,26476,670,58,1208,2423
12,GGXK-0418S,9,26630,670,1968,1208,448
12,GGXK-0418S,9,26864,174,58,214,1331
12,GGXK-0418S,9,26984,174,1014,214,58
12,GGXK-0418S,9,27200,232,294,272,58
12,GGXK-0418S,9,27347,232,58,330,1750
12,GGXK-0418S,9,22604,232,1778,330,78
12,GGXK-0418S,10,22831,0,908,0,360.5
12,GGXK-0418S,10,24048,0,316.5,360.5,379.5
12,GGXK-0418S,10,24367,908,58,0,614
12,GGXK-0418S,10,24890,316.5,379.5,360.5,316
12,GGXK-0418S,10,25168,696,379.5,614,316.5
12,GGXK-0418S,10,25463,316.5,379.5,676.5,316
12,GGXK-0418S,10,25693,0,622,992.5,427
12,GGXK-0418S,10,25739,1075.5,58,0,1312
12,GGXK-0418S,10,25966,696,316.5,930.5,379.5
12,GGXK-0418S,10,25967,0,622,1419.5,58
12,GGXK-0418S,10,26198,0,313,740,58
12,GGXK-0418S,10,26358,0,614,1477.5,427
12,GGXK-0418S,10,26386,1133.5,58,0,702
12,GGXK-0418S,10,26670,622,518,1312,58
12,GGXK-0418S,10,26955,622,360.5,1370,908
12,GGXK-0418S,10,22783,0,398,1904.5,58
12,GGXK-0418S,10,22864,0,614,1962.5,58
12,GGXK-0418S,10,22936,0,316.5,2020.5,379.5
12,GGXK-0418S,10,23102,1140,58,702,1312
12,GGXK-0418S,10,23744,966,58,0,313
12,GGXK-0418S,10,24256,966,614,0,427
12,GGXK-0418S,10,24504,1012.5,48,930.5,358
12,GGXK-0418S,10,24801,982.5,58,1370,851
12,GGXK-0418S,10,25323,1040.5,58,1370,622
12,GGXK-0418S,10,25528,316.5,398,2278,58
12,GGXK-0418S,10,25888,316.5,702,2336,58
12,GGXK-0418S,10,25982,316.5,58,2336,614
12,GGXK-0418S,10,26006,316.5,58,2336,518
12,GGXK-0418S,11,26537,0,971,0,88
12,GGXK-0418S,11,26918,0,1772,0,58
12,GGXK-0418S,11,23709,0,462,88,88
12,GGXK-0418S,11,24193,462,757,88,88
12,GGXK-0418S,11,25110,0,318,176,58
12,GGXK-0418S,11,25501,0,1247,176,58
12,GGXK-0418S,11,22762,0,58,234,1772
12,GGXK-0418S,11,23404,58,422,234,908
12,GGXK-0418S,11,23543,58,851,1142,58
12,GGXK-0418S,11,23605,58,757,1200,88
12,GGXK-0418S,11,24438,58,962,1288,88
12,GGXK-0418S,11,24711,58,1150,1376,58
12,GGXK-0418S,11,25814,58,1150,1434,58
12,GGXK-0418S,11,27057,58,771,1492,58
12,GGXK-0418S,11,23504,909,88,234,980
12,GGXK-0418S,11,23528,58,962,1550,88
12,GGXK-0418S,11,23611,58,2070,1550,58
12,GGXK-0418S,11,23728,58,58,1550,1267
12,GGXK-0418S,11,24734,58,1583,1550,58
12,GGXK-0418S,11,24797,997,88,234,980
12,GGXK-0418S,11,25392,480,88,234,667
12,GGXK-0418S,11,25533,480,1924,234,58
12,GGXK-0418S,11,25667,480,58,234,2070
12,GGXK-0418S,11,27074,480,58,234,1204
12,GGXK-0418S,11,27094,568,58,292,771
12,GGXK-0418S,11,27286,116,971,2304,88
12,GGXK-0418S,11,23090,538,579,1638,128
12,GGXK-0418S,11,23806,626,58,292,771
12,GGXK-0418S,11,25403,684,58,292,318
12,GGXK-0418S,11,25470,684,58,292,1924
12,GGXK-0418S,11,25471,742,471,1766,88
12,GGXK-0418S,11,26383,742,471,1854,88
12,GGXK-0418S,11,26899,742,462,1942,88
12,GGXK-0418S,11,27268,742,128,1942,1184
12,GGXK-0418S,11,22733,742,971,1942,88
12,GGXK-0418S,11,23231,742,58,292,771
12,GGXK-0418S,12,23811,0,632,0,88
12,GGXK-0418S,12,23903,0,667,88,88
12,GGXK-0418S,12,24085,667,58,0,1645
12,GGXK-0418S,12,24402,725,62,0,1682
12,GGXK-0418S,12,24746,787,58,0,1645
12,GGXK-0418S,12,24996,845,88,0,431
12,GGXK-0418S,12,25869,933,88,0,971
12,GGXK-0418S,12,25998,0,562,176,88
12,GGXK-0418S,12,26360,0,632,264,88
12,GGXK-0418S,12,27391,1021,88,0,562
12,GGXK-0418S,12,24005,0,431,352,88
12,GGXK-0418S,12,24921,0,1497,352,105
12,GGXK-0418SD,0,24005,0,62,0,1682
12,GGXK-0418SD,0,24921,0,1497,0,105
12,GHSS-0218S,0,25568,0,1466,0,598
12,QKQ-0218S,0,23921,0,439,0,462
12,QKQ-0218S,0,23980,439,438,0,78
12,QKQ-0218S,0,25894,439,2074.5,0,416.5
12,QKQ-0218S,0,22611,439,417,0,2074.5
12,QKQ-0218S,0,22716,856,52.5,416.5,470
12,QKQ-0218S,0,22778,908.5,78,416.5,438
12,QKQ-0218S,0,23041,908.5,2074.5,416.5,416.5
12,QKQ-0218S,0,23072,0,427.5,462,52.5
12,QKQ-0218S,0,23193,0,427.5,514.5,52.5
12,QKQ-0218S,0,23396,0,52.5,567,461
12,QKQ-0218S,1,23457,0,132.5,0,301
12,QKQ-0218S,1,23569,132.5,438,0,78
12,QKQ-0218S,1,23746,570.5,158,0,438
12,QKQ-0218S,1,23750,728.5,439,0,428.5
12,QKQ-0218S,1,23838,132.5,419.5,78,439
12,QKQ-0218S,1,24074,728.5,438,428.5,118
12,QKQ-0218S,1,24189,0,418.5,517,52.5
12,QKQ-0218S,1,24228,418.5,439,546.5,471
12,QKQ-0218S,1,24440,0,439,1017.5,302
12,QKQ-0218S,1,25010,439,461,1017.5,52.5
12,QKQ-0218S,1,25037,439,656,1070,92.5
12,QKQ-0218S,1,25057,439,438,1162.5,78
12,QKQ-0218S,1,25176,439,462,1240.5,439
12,QKQ-0218S,1,25269,0,438,1319.5,78
12,QKQ-0218S,1,25489,857.5,118,546.5,438
12,QKQ-0218S,1,25729,975.5,78,546.5,438
12,QKQ-0218S,1,25789,0,418.5,569.5,52.5
12,QKQ-0218S,1,26175,0,438,1397.5,78
12,QKQ-0218S,1,26321,0,438,1475.5,78
12,QKQ-0218S,1,26602,0,438,1553.5,118
12,QKQ-0218S,1,26788,0,438,1671.5,158
12,QKQ-0218S,1,26808,438,439,1679.5,428.5
12,QKQ-0218S,1,26824,1053.5,132.5,546.5,301
12,QKQ-0218S,1,26866,1053.5,439,546.5,419.5
12,QKQ-0218S,1,27101,1053.5,657,546.5,439
12,QKQ-0218S,1,27128,0,438,1829.5,78
12,QKQ-0218S,1,27241,0,301,622,132.5
12,QKQ-0218S,1,27377,0,439,622,657
12,QKQ-0218S,1,27397,1095,118,985.5,438
12,QKQ-0218S,1,22948,0,656,2108,92.5
12,QKQ-0218S,1,23487,901,78,1162.5,438
12,QKQ-0218S,1,24051,979,78,1162.5,438
12,QKQ-0218S,1,25149,1057,78,1423.5,438
12,QKQ-0218S,1,25287,1135,78,1423.5,438
12,QKQ-0218S,1,25330,901,78,1600.5,438
12,QKQ-0218S,2,25378,0,438,0,158
12,QKQ-0218S,2,25985,0,1934,0,521
12,QKQ-0218S,2,26053,0,262,521,489
12,QKQ-0218S,2,26594,262,302,521,439
12,QKQ-0218S,2,26712,564,366,521,315
12,QKQ-0218S,2,27116,930,92.5,521,261
12,QKQ-0218S,2,22798,564,399.5,836,521
12,QKQ-0218S,2,22898,1022.5,118,521,488
12,QKQ-0218S,2,24083,0,366.5,1010,315
12,QKQ-0218S,2,24292,366.5,158,960,438
12,QKQ-0218S,2,22601,963.5,158,1009,438
12,QKQ-0218S,2,22809,524.5,388.5,1357,751
12,QKQ-0218S,2,22810,0,439,1398,302
12,QKQ-0218S,2,22861,913,155,1447,728
12,QKQ-0218S,2,22883,0,158,1700,438
12,QKQ-0218S,2,23219,0,773,2138,48
12,QKQ-0218S,2,23221,0,488,2186,118
12,QKQ-0218S,3,23345,0,382.5,0,751
12,QKQ-0218S,3,23436,382.5,291.5,0,48
12,QKQ-0218S,3,23558,674,315,0,366.5
12,QKQ-0218S,3,23908,989,48,0,773
12,QKQ-0218S,3,24414,0,773,751,48
12,QKQ-0218S,3,24541,773,399.5,773,521
12,QKQ-0218S,3,24552,382.5,499.5,366.5,141.5
12,QKQ-0218S,3,24925,1037,141.5,0,499.5
12,QKQ-0218S,3,25076,0,155,799,728
12,QKQ-0218S,3,25134,155,141.5,799,542
12,QKQ-0218S,3,25508,296.5,511,1294,475
12,QKQ-0218S,3,25887,807.5,141.5,1294,499.5
12,QKQ-0218S,3,25901,382.5,291.5,48,48
12,QKQ-0218S,3,26101,382.5,382.5,48,751
12,QKQ-0218S,3,26227,0,773,1769,48
12,QKQ-0218S,3,26295,0,751,1817,384
12,QKQ-0218S,4,26304,0,542,0,141.5
12,QKQ-0218S,4,26322,0,1934,0,521
12,QKQ-0218S,4,26364,0,291.5,521,48
12,QKQ-0218S,4,26470,291.5,542,521,141.5
12,QKQ-0218S,4,26621,0,751,662.5,382.5
12,QKQ-0218S,4,26919,833.5,141.5,521,499.5
12,QKQ-0218S,4,27035,751,352,1020.5,213.5
12,QKQ-0218S,4,27235,751,1748.5,1020.5,334
12,QKQ-0218S,4,22708,751,334,1020.5,1748.5
12,QKQ-0218S,4,22752,975,48,521,291.5
12,QKQ-0218S,4,22782,0,315,1045,366
12,QKQ-0218S,5,24559,0,618,0,38
12,QKQ-0218S,5,25208,618,359,0,1748.5
12,QKQ-0218S,5,26075,977,214.5,0,352
12,QKQ-0218S,5,26154,0,213.5,38,352
12,QKQ-0218S,5,26213,0,669,1748.5,352
12,QKQ-0218S,5,23437,0,407,390,716
12,QKQ-0218S,5,25397,0,288,390,819
12,QKQ-0218S,5,27378,0,545,1209,374.5
12,QKQ-0218S,5,22835,0,819,2100.5,198
12,QKQ-0218S,5,23001,819,352,1748.5,669
12,QKQ-0218S,5,23705,819,545,1748.5,374.5
12,QKQ-0218S,6,23813,0,38,0,2438
12,QKQ-0218S,6,23853,38,38,0,2388
12,QKQ-0218S,6,24277,76,407,0,716
12,QKQ-0218S,6,24344,76,2365.5,0,407
12,QKQ-0218S,6,24740,483,407,407,1504.5
12,QKQ-0218S,6,25077,76,407,716,855.5
12,QKQ-0218S,6,25529,76,418,716,878
12,QKQ-0218S,7,25699,0,968,0,436
12,QKQ-0218S,7,25745,0,407,436,723.5
12,QKQ-0218S,7,25873,0,1054,1159.5,407
12,QKQ-0218S,7,25889,0,407,1566.5,855.5
12,QKQ-0218S,7,25937,0,1504.5,1566.5,407
12,QKQ-0218S,7,25938,0,2438,1566.5,38
12,QKQ-0218S,7,26226,0,407,1566.5,1054
12,QKQ-0218S,7,26377,0,407,1566.5,855.5
12,QKQ-0218S,8,26493,0,407,0,855.5
12,QKQ-0218S,8,26814,0,2438,0,38
12,QKQ-0218S,8,27062,0,38,0,2438
12,QKQ-0218S,8,27352,407,407,38,2365.5
12,QKQ-0218S,8,27386,407,819,38,287.5
12,QKQ-0218S,8,23045,407,348,38,2366
12,QKQ-0218S,8,23048,407,723.5,38,407
12,QKQ-0218S,8,23065,407,2438,38,38
12,QKQ-0218S,9,23088,0,161,0,534.5
12,QKQ-0218S,9,23292,161,535,0,161.5
12,QKQ-0218S,9,23950,696,38,0,2438
12,QKQ-0218S,9,24101,734,413.8,0,585.5
12,QKQ-0218S,9,24103,734,2365.5,0,398
12,QKQ-0218S,9,24388,161,413.8,161.5,161
12,QKQ-0218S,9,24523,161,2365.5,161.5,413.7
12,QKQ-0218S,9,24561,0,161,534.5,367
12,QKQ-0218S,9,25226,161,202,575.2,243
12,QKQ-0218S,10,25373,0,161,0,534.5
12,QKQ-0218S,10,25393,161,583.5,0,548
12,QKQ-0218S,10,25569,744.5,413.7,0,2365.5
12,QKQ-0218S,10,25799,744.5,2366,0,380
12,QKQ-0218S,10,25899,744.5,38,0,2438
12,QKQ-0218S,10,26048,0,161,534.5,413.8
12,QKQ-0218S,10,26618,161,535,548,161
12,QKQ-0218S,10,26895,161,413.8,709,585.5
12,QKQ-0218S,11,26950,0,1039,0,529
12,QKQ-0218S,11,22626,0,2365.5,0,398
12,QKQ-0218S,11,22862,0,351,529,158
12,QKQ-0218S,11,22921,351,548,529,688
12,QKQ-0218S,11,23488,351,1939,529,395
12,QKQ-0218S,12,23713,0,1939,0,395
12,QKQ-0218S,12,23920,0,1039,395,529
12,QKQ-0218S,12,24041,0,1039,924,529
12,QKQ-0218S,12,24152,0,1939,924,395
12,QKQ-0218S,13,24328,0,1039,0,529
12,QKQ-0218S,13,24359,0,498,529,351
12,QKQ-0218S,13,25382,498,529,529,1039
12,QKQ-0218S,13,25428,0,1039,1568,529
12,QKQ-0218S,13,25492,0,381.5,1568,903.5
12,QKQ-0218S,13,25921,0,903.5,1568,381.5
12,QKQ-0218S,14,27045,0,1039,0,529
12,QKQ-0218S,14,27108,0,903.5,529,382
12,QKQ-0218S,14,27134,0,398,911,1312
12,QKQ-0218S,14,27162,0,1939,911,395
12,QKQ-0218S,14,23907,0,1039,911,529
12,QKQ-0218S,15,22821,0,685,0,261
12,QKQ-0218S,15,23956,685,128,0,2180
12,QKQ-0218S,15,23986,685,1390,0,297
12,QKQ-0218S,15,24435,0,298,261,298
12,QKQ-0218S,15,25445,0,1390,261,297
12,QKQ-0218S,15,26405,298,38,558,298
12,QKQ-0218S,15,26597,336,298,558,298
12,QKQ-0218S,15,26642,813,261,558,297
12,QKQ-0218S,15,27204,0,261,559,685
12,QKQ-0218S,15,22871,0,720,559,517
12,QKQ-0218S,15,23031,0,359,559,1748.5
12,QKQ-0218S,16,23287,0,179.5,0,2018
12,QKQ-0218S,16,23600,179.5,1014,0,1901
12,QKQ-0218S,16,23983,179.5,517,0,921
12,QKQ-0218S,17,24020,0,921,0,517
12,QKQ-0218S,17,24267,0,301.5,0,2180
12,QKQ-0218S,17,24378,301.5,360,517,980
12,QKQ-0218S,17,25327,301.5,720,1497,517
12,QKQ-0218S,17,25351,661.5,442,517,478
12,QKQ-0218S,17,25370,661.5,517,517,921
12,QKQ-0218S,17,25883,661.5,1014,517,384.5
12,QKQ-0218S,18,25945,0,980,0,360
12,QKQ-0218S,18,26250,0,720,360,517
12,QKQ-0218S,18,26375,0,614,877,314.5
12,QKQ-0218S,18,26379,614,517,877,921
12,QKQ-0218S,18,27303,1131,88,0,1928
12,QKQ-0218S,18,22603,1131,212,0,2180
12,QKQ-0218S,18,23505,0,444,1191.5,971
12,QKQ-0218S,18,23651,0,720,1191.5,517
12,QKQ-0218S,19,23702,0,971,0,444
12,QKQ-0218S,19,24308,0,314.5,444,622
12,QKQ-0218S,19,24527,0,1733.5,444,701
12,QKQ-0218S,20,25694,0,614,0,314.5
12,QKQ-0218S,20,25731,0,701,314.5,1733.5
12,QKQ-0218S,20,25963,0,732,314.5,1374.5
12,QKQ-0218S,20,26136,732,88,0,1048
12,QKQ-0218S,20,26212,732,444,1048,971
12,QKQ-0218S,21,27009,0,313,0,2201
12,QKQ-0218S,21,22911,313,518,0,2201
12,QKQ-0218S,21,23962,313,971,0,444
12,QKQ-0218S,21,24235,831,248,444,1062
12,QKQ-0218S,22,24463,0,894.5,0,398
12,QKQ-0218S,22,24971,0,1312,0,820
12,QKQ-0218S,22,25277,0,1062,820,248
12,QKQ-0218S,22,25487,0,943,1068,1312
12,QKQ-0218S,23,25737,0,212.5,0,729
12,QKQ-0218S,23,27004,212.5,238,0,338
12,QKQ-0218S,23,22609,212.5,1489.5,0,786
12,QKQ-0218S,23,22610,0,338,786,118
12,QKQ-0218S,23,23040,338,380,786,510
12,QKQ-0218S,23,23344,0,786,1296,690.5
12,QKQ-0218S,23,23848,0,702,1296,894.5
12,QKQ-0218S,23,24002,718,338,786,118
12,QKQ-0218S,23,24033,0,338,904,238
12,QKQ-0218S,24,24686,0,339,0,730
12,QKQ-0218S,24,24706,339,786,0,148
12,QKQ-0218S,24,24749,1125,92.5,0,729
12,QKQ-0218S,24,24845,339,729,148,212.5
12,QKQ-0218S,24,25235,339,238,360.5,338
12,QKQ-0218S,24,25536,339,822.5,729,786
12,QKQ-0218S,24,26419,0,730,1515,339
12,QKQ-0218S,24,26523,577,238,360.5,338
12,QKQ-0218S,24,26580,577,786,360.5,822.5
12,QKQ-0218S,25,26611,0,822.5,0,786
12,QKQ-0218S,25,26765,822.5,289,0,348.8
12,QKQ-0218S,25,27166,822.5,786,0,2332.5
12,QKQ-0218S,25,22694,0,730,786,339
12,QKQ-0218S,26,22770,0,488,0,78
12,QKQ-0218S,26,22848,0,1953,0,128.5
12,QKQ-0218S,26,22895,0,446,128.5,489
12,QKQ-0218S,26,22951,446,78,128.5,488
12,QKQ-0218S,26,23068,524,552.5,128.5,799.5
12,QKQ-0218S,26,23109,0,347.8,617.5,52.5
12,QKQ-0218S,26,23207,0,347.8,670,52.5
12,QKQ-0218S,26,23507,1076.5,78,128.5,488
12,QKQ-0218S,26,23523,446,78,616.5,288
12,QKQ-0218S,26,23872,446,2332.5,616.5,768
12,QKQ-0218S,26,23878,347.8,78,617.5,488
12,QKQ-0218S,26,23925,0,488,1384.5,78
12,QKQ-0218S,27,24029,0,669.8,0,1555.5
12,QKQ-0218S,27,24178,669.8,288,0,78
12,QKQ-0218S,27,24330,957.8,52.5,0,462.5
12,QKQ-0218S,27,24387,669.8,489,462.5,287
12,QKQ-0218S,27,24580,669.8,1555.5,462.5,669.8
12,QKQ-0218S,27,24699,669.8,388,1132.3,78
12,QKQ-0218S,27,24737,1010.3,78,0,388
12,QKQ-0218S,28,25032,0,78,0,288
12,QKQ-0218S,28,25074,78,52.5,0,445
12,QKQ-0218S,28,25088,130.5,288,0,78
12,QKQ-0218S,28,25310,418.5,388,0,78
12,QKQ-0218S,28,25363,806.5,389,0,463.5
12,QKQ-0218S,28,25364,0,799.5,445,128.5
12,QKQ-0218S,28,26010,0,2332.5,445,699
12,QKQ-0218S,28,26077,130.5,52.5,78,286
12,QKQ-0218S,28,26130,183,388,78,78
12,QKQ-0218S,29,26138,0,289,0,348.8
12,QKQ-0218S,29,26216,289,463.5,0,489
12,QKQ-0218S,29,26598,752.5,454,0,52.5
12,QKQ-0218S,29,26786,0,502,489,128.5
12,QKQ-0218S,29,26803,752.5,78,52.5,488
12,QKQ-0218S,29,26905,752.5,2332.5,52.5,799.5
12,QKQ-0218S,29,27010,0,455,617.5,389
12,QKQ-0218S,29,27088,455,550.5,852,515
12,QKQ-0218S,29,27289,1005.5,52.5,852,462.5
12,QKQ-0218S,29,27298,0,518,1367,298
12,QKQ-0218S,30,22804,0,674,0,345
12,QKQ-0218S,30,22805,674,212.5,0,626
12,QKQ-0218S,30,22879,0,821,626,489
12,QKQ-0218S,30,22966,0,626,345,212.5
12,QKQ-0218S,30,23368,0,1272,345,362
12,QKQ-0218S,30,23669,821,378.5,707,844
12,QKQ-0218S,30,23700,0,627,1115,349
12,QKQ-0218S,30,23720,0,627,1464,349
12,QKQ-0218S,30,23754,0,876,1813,580
12,QKQ-0218S,31,23756,0,2001,0,876
12,QKQ-0218S,31,23833,0,821,876,489
12,QKQ-0218S,31,23874,0,2188,876,88
12,QKQ-0218S,31,24157,821,348,964,238
12,QKQ-0218S,31,24220,821,345,1202,674
12,QKQ-0218S,31,24368,0,88,1365,858
12,QKQ-0218S,32,24876,0,408,0,378.5
12,QKQ-0218S,32,25545,408,238,0,348
12,QKQ-0218S,32,25556,0,876,378.5,580
12,QKQ-0218S,32,25668,646,238,0,348
12,QKQ-0218S,32,25721,0,635,958.5,349
12,QKQ-0218S,32,26199,0,858,1307.5,88
12,QKQ-0218S,32,26208,0,634,1395.5,212.5
12,QKQ-0218S,32,26388,634,489,1395.5,821
12,QKQ-0218S,32,26416,884,238,0,348
12,QKQ-0218S,32,26449,884,821,0,489
12,QKQ-0218S,33,26487,0,345,0,682
12,QKQ-0218S,33,26615,0,1006,682,505
12,QKQ-0218S,33,27212,345,238,0,348
12,QKQ-0218S,33,27245,345,2001,0,876
12,QKQ-0218S,33,22724,583,348,0,238
12,QKQ-0218S,34,23006,0,674.5,0,1150
12,QKQ-0218S,34,23165,0,771,0,1906
12,QKQ-0218S,34,23774,0,1006,1906,505
12,QKQ-0218S,35,24008,0,1006,0,514
12,QKQ-0218S,35,24756,0,514,514,1006
12,QKQ-0218S,35,24819,514,505,514,1006
12,QKQ-0218S,35,25860,0,1006,1520,514
12,QKQ-0218S,35,25920,0,505,1520,1006
12,QKQ-0218S,36,26147,0,753,0,1147
12,QKQ-0218S,36,26504,0,1122,1147,1238.5
12,QKQ-0218S,36,26563,0,514,1147,1006
12,QKQ-0218S,37,26933,0,462,0,416.5
12,QKQ-0218S,37,27133,462,238,0,448
12,QKQ-0218S,37,22867,462,1906,0,771
12,QKQ-0218S,37,22996,0,674.5,771,318
12,QKQ-0218S,37,23010,0,448,416.5,238
12,QKQ-0218S,37,23564,674.5,416.5,771,980
12,QKQ-0218S,37,23764,0,449,1089,356
12,QKQ-0218S,37,23843,0,448,1445,238
12,QKQ-0218S,38,23851,0,2189.5,0,962
12,QKQ-0218S,39,23951,0,757,0,2189.5
12,QKQ-0218S,39,23972,0,471,0,416.5
12,QKQ-0218S,39,24100,0,757,0,416.5
12,QKQ-0218S,39,24386,757,448,0,238
12,QKQ-0218S,39,24708,757,971,0,416.5
12,QKQ-0218S,39,24754,757,448,416.5,238
12,QKQ-0218S,40,24822,0,212.5,0,823
12,QKQ-0218S,40,24874,212.5,832,0,212.5
12,QKQ-0218S,40,25254,212.5,449,212.5,833
12,QKQ-0218S,40,25258,212.5,980,212.5,2189.5
12,QKQ-0218S,41,25429,0,971,0,2189.5
12,QKQ-0218S,41,25524,0,355,2189.5,212.5
12,QKQ-0218S,41,25840,0,462,2189.5,416.5
12,QKQ-0218S,41,25954,0,824,2189.5,449
12,QKQ-0218S,42,26281,0,2172.5,0,462
12,QKQ-0218S,42,26345,0,2189.5,0,462
12,QKQ-0218S,43,27075,0,78,0,388
12,QKQ-0218S,43,27142,78,78,0,388
12,QKQ-0218S,43,27364,78,2189.5,0,471
12,QKQ-0218S,43,22713,0,776,471,453
12,QKQ-0218S,43,22833,776,416.5,471,962
12,QKQ-0218S,43,23316,776,303.3,471,1611
12,QKQ-0218S,43,23483,0,238,924,448
12,QKQ-0218S,44,23492,0,389,0,337
12,QKQ-0218S,44,23575,389,393,0,2058.5
12,QKQ-0218S,44,23757,782,372,0,301.5
12,QKQ-0218S,44,23758,782,301.5,301.5,755.9
12,QKQ-0218S,44,23969,0,388,337,78
12,QKQ-0218S,44,24031,0,388,415,78
12,QKQ-0218S,45,24285,0,756.1,0,301.5
12,QKQ-0218S,45,24352,756.1,388,0,78
12,QKQ-0218S,45,24403,0,814,301.5,2058.5
12,QKQ-0218S,45,24473,814,389,78,337
12,QKQ-0218S,45,24562,814,52.5,415,325.5
12,QKQ-0218S,45,24885,866.5,326.5,415,389
12,QKQ-0218S,45,25117,814,336,804,52.5
12,QKQ-0218S,45,25204,814,776,804,453
12,QKQ-0218S,45,25225,814,326.5,1257,389
12,QKQ-0218S,45,25365,1140.5,78,1257,388
12,QKQ-0218S,45,25437,1140.5,52.5,1645,325.5
12,QKQ-0218S,45,25626,814,78,1646,388
12,QKQ-0218S,46,25774,0,158,0,338
12,QKQ-0218S,46,26373,158,776,0,453
12,QKQ-0218S,46,26403,158,1809.5,0,378
12,QKQ-0218S,46,26497,0,453,453,776
12,QKQ-0218S,46,26517,934,198,378,488
12,QKQ-0218S,46,22961,453,488,866,198
12,QKQ-0218S,46,23077,453,519,1064,212.5
12,QKQ-0218S,46,23123,0,632,1276.5,416.5
12,QKQ-0218S,46,23512,453,336,453,52.5
12,QKQ-0218S,46,23585,632,489,1276.5,771.5
12,QKQ-0218S,46,23684,1132,78,378,388
12,QKQ-0218S,47,23736,0,398,0,238
12,QKQ-0218S,47,23797,398,399,0,520
12,QKQ-0218S,47,23859,0,489,520,771.5
12,QKQ-0218S,47,24000,0,2189.5,520,632
12,QKQ-0218S,47,24037,797,398,0,238
12,QKQ-0218S,47,24088,489,520,1152,172.5
12,QKQ-0218S,47,24208,0,488,1291.5,198
12,QKQ-0218S,47,24265,1009,172.5,1152,520
12,QKQ-0218S,47,24302,488,488,1324.5,198
12,QKQ-0218S,47,24325,0,238,1489.5,398
12,QKQ-0218S,47,24340,238,198,1489.5,488
12,QKQ-0218S,47,24363,436,339,1522.5,521
12,QKQ-0218S,48,24449,0,338,0,198
12,QKQ-0218S,48,24556,338,771.5,0,489
12,QKQ-0218S,48,24647,0,770.5,489,172.5
12,QKQ-0218S,48,24752,770.5,172.5,489,770.5
12,QKQ-0218S,48,24838,770.5,1407,489,598
12,QKQ-0218S,48,24877,770.5,1349.5,489,562
12,QKQ-0218S,48,24932,0,339,661.5,521
12,QKQ-0218S,48,24982,339,172.5,661.5,770.5
12,QKQ-0218S,48,25060,511.5,598,1259.5,416.5
12,QKQ-0218S,48,25073,511.5,198,661.5,488
12,QKQ-0218S,49,25079,0,416.5,0,667
12,QKQ-0218S,49,25082,416.5,338,0,198
12,QKQ-0218S,49,25159,416.5,770.5,198,172.5
12,QKQ-0218S,49,25182,754.5,338,0,158
12,QKQ-0218S,49,25249,416.5,489,370.5,771.5
12,QKQ-0218S,49,25263,0,799.5,1142,812.5
12,QKQ-0218S,49,25290,0,398,667,238
12,QKQ-0218S,49,25368,0,2189.5,667,431
12,QKQ-0218S,49,25386,905.5,198,1098,488
12,QKQ-0218S,49,25426,799.5,198,1586,488
12,QKQ-0218S,49,25433,0,488,1954.5,198
12,QKQ-0218S,50,25603,0,760,0,562
12,QKQ-0218S,50,25634,760,172.5,0,770.5
12,QKQ-0218S,50,25727,0,399,562,520
12,QKQ-0218S,50,25896,399,338,562,198
12,QKQ-0218S,50,26085,399,339,760,521
12,QKQ-0218S,50,26107,932.5,212.5,0,519
12,QKQ-0218S,50,26412,932.5,198,519,338
12,QKQ-0218S,50,26556,738,198,857,488
12,QKQ-0218S,50,26561,738,2189.5,857,667
